0,0,4,8,8,4,0,0,0,0,16,4,4,16,0,0,0,0,16,0,0,16,4,0,0,0,16,0,0,16,8,0,0,0,16,12,12,16,8,0,0,0,0,4,0,16,4,0,0,0,4,4,4,16,0,0,0,0,8,12,16,4,0,0,9
0,0,4,8,8,4,0,0,0,0,16,8,4,16,0,0,0,0,16,0,0,12,8,0,0,0,16,4,0,16,8,0,0,0,12,12,12,16,8,0,0,0,0,4,0,16,8,0,0,0,4,4,4,16,0,0,0,0,8,12,12,4,0,0,9
0,0,0,8,8,8,0,0,0,0,12,12,0,16,4,0,0,0,16,8,0,8,8,0,0,0,16,8,0,12,8,0,0,0,8,16,8,16,8,0,0,0,0,0,0,16,8,0,0,0,4,4,0,16,4,0,0,0,4,16,12,12,0,0,9
0,0,0,8,8,4,0,0,0,0,12,12,0,16,4,0,0,0,16,4,0,8,8,0,0,0,16,4,0,12,8,0,0,0,12,16,12,16,8,0,0,0,0,0,0,16,8,0,0,0,4,4,0,16,4,0,0,0,4,12,12,12,0,0,9
0,0,0,8,8,4,0,0,0,0,12,12,0,16,4,0,0,0,16,0,0,8,8,0,0,0,16,4,0,12,8,0,0,0,12,12,12,16,8,0,0,0,0,0,0,16,8,0,0,0,4,4,0,16,4,0,0,0,4,12,12,12,0,0,9
0,0,0,8,8,4,0,0,0,0,12,12,0,16,4,0,0,0,16,4,0,8,8,0,0,0,16,4,0,12,8,0,0,0,12,16,12,16,8,0,0,0,0,0,0,16,8,0,0,0,4,4,0,16,4,0,0,0,4,12,12,12,0,0,9
0,0,0,8,8,4,0,0,0,0,12,12,0,16,4,0,0,0,16,0,0,8,8,0,0,0,16,4,0,12,8,0,0,0,12,12,12,16,8,0,0,0,0,0,0,16,8,0,0,0,4,4,0,16,4,0,0,0,4,12,12,12,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,5.33333333333333,2.66666666666667,0,0,0,0,13.3333333333333,8,2.66666666666667,13.3333333333333,2.66666666666667,0,0,0,16,2.66666666666667,0,10.6666666666667,8,0,0,0,8,13.3333333333333,8,16,8,0,0,0,2.66666666666667,2.66666666666667,0,16,5.33333333333333,0,0,0,5.33333333333333,10.6666666666667,10.6666666666667,8,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,5.33333333333333,5.33333333333333,0,0,0,0,8,10.6666666666667,0,10.6666666666667,5.33333333333333,0,0,0,8,8,0,8,13.3333333333333,0,0,0,5.33333333333333,13.3333333333333,10.6666666666667,16,13.3333333333333,0,0,0,2.66666666666667,5.33333333333333,0,10.6666666666667,8,0,0,0,2.66666666666667,13.3333333333333,10.6666666666667,8,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,5.33333333333333,5.33333333333333,2.66666666666667,0,0,0,0,16,2.66666666666667,2.66666666666667,13.3333333333333,0,0,0,0,16,0,0,16,0,0,0,0,10.6666666666667,13.3333333333333,13.3333333333333,16,0,0,0,0,5.33333333333333,2.66666666666667,2.66666666666667,16,0,0,0,0,8,13.3333333333333,10.6666666666667,2.66666666666667,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,5.33333333333333,2.66666666666667,0,0,0,0,13.3333333333333,10.6666666666667,0,13.3333333333333,5.33333333333333,0,0,0,16,2.66666666666667,0,10.6666666666667,8,0,0,0,8,13.3333333333333,10.6666666666667,16,8,0,0,0,2.66666666666667,2.66666666666667,0,16,5.33333333333333,0,0,0,2.66666666666667,10.6666666666667,10.6666666666667,8,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,5.33333333333333,2.66666666666667,0,0,0,0,13.3333333333333,5.33333333333333,2.66666666666667,16,2.66666666666667,0,0,0,16,2.66666666666667,0,10.6666666666667,8,0,0,0,8,13.3333333333333,8,16,8,0,0,0,2.66666666666667,2.66666666666667,0,16,2.66666666666667,0,0,0,5.33333333333333,10.6666666666667,10.6666666666667,2.66666666666667,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,5.33333333333333,5.33333333333333,2.66666666666667,0,0,0,0,16,2.66666666666667,2.66666666666667,13.3333333333333,0,0,0,0,16,0,0,16,0,0,0,0,10.6666666666667,13.3333333333333,13.3333333333333,16,0,0,0,0,5.33333333333333,2.66666666666667,2.66666666666667,16,0,0,0,0,8,13.3333333333333,10.6666666666667,2.66666666666667,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,5.33333333333333,2.66666666666667,0,0,0,0,13.3333333333333,8,2.66666666666667,13.3333333333333,2.66666666666667,0,0,0,16,2.66666666666667,0,10.6666666666667,8,0,0,0,8,13.3333333333333,8,16,8,0,0,0,2.66666666666667,2.66666666666667,0,16,5.33333333333333,0,0,0,5.33333333333333,10.6666666666667,10.6666666666667,8,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,5.33333333333333,0,0,0,0,0,13.3333333333333,8,8,13.3333333333333,0,0,0,0,16,0,0,16,8,0,0,0,13.3333333333333,8,10.6666666666667,16,8,0,0,0,2.66666666666667,0,0,16,2.66666666666667,0,0,0,8,10.6666666666667,13.3333333333333,8,0,0,9
0,0,0,8,8,8,0,0,0,0,12,12,0,16,4,0,0,0,16,0,0,8,8,0,0,0,16,8,0,12,8,0,0,0,8,16,12,16,8,0,0,0,0,0,0,16,8,0,0,0,4,8,0,16,4,0,0,0,4,16,12,12,0,0,9
